Comment	Sentiment
I love all the people LTT has added for labs. Clearly they're knowledgeable and passionate about tech! Labs is gonna be killer. Love it!	2
Linus!!! Just turn the key lights  180 and bounce them off the walls. You’ll get a much softer glow and shadow and way more even lighting. It’s such a simple fix. I’m not sure where along the lines people got the idea to beam the lights directly at your face 😅	2
Dan continues to be my new favorite, he has such an air of confidence about him and a comforting presence. Like Dan shows up and you just know things are going to be fine.	2
Dan managing to set up his soldering station on the one box they needed was incredibly amusing to me	2
"Linus: *Gets on his employee's cases for all the stuff stolen from the office*
Also Linus: *Proudly talks about all the stuff stolen from work he's using in his upgraded setup*

Linus: ""Why are you using this monitor as a table?""
Also Linus: *Uses the monitor as a chair* 

This video was hilarious"	2
"Linus: ""This is not a table.""
Also Linus: Let's use this as a chair!"	1
Dan the man. Saving the day. Riley needs to give him his own theme like Brian the Electrician.	2
Dan continues to be a favourite for me. He's like the incredibly patient, but long-suffering Dad, who just gets on with things	2
Dan is a treasure. Your channel has long lacked a Mr. fixit type and while I am sad it's not me, Dan appears quite capable and funny.	2
Blows my mind how quickly Dan became the "rock" upon which all things Linus stands...Love it	2
"Hey Linus, a good trick for streaming lights: bounce them off the wall.  Much easier on the eyes, and a nice softer look.
Also, for indoors, I'd recommend a hyper-cardioid mic (looks like a short shotgun) like the Audio-Technica AT4053B."	2
Unstoppable experiments with liquid nitrogen 🎉🎉🔥🔥🔥	2
"one of the best things about dude is that he never takes credit for himself wheb he achieves something. He always respect us. the audience, and his  team, and he is always polite is all of his videos. We congratulate ourselves on this achievement. More to Come and everything to🇮🇳""	2
Liquid nitrogen ഇതുവരെ തീർന്നില്ലേ മച്ചാനെ.......😂❤️	1
"Liquid nitrogen never ends🤗
M4tech poli😎😎"	2
29minutes 48k views 9.3k likes 👍🏻 that is the power of M4Tech	2
😻😅 കേരളത്തിൽ ആദ്യമായി പെട്രോളിനെ എയ്സ് ആക്കിയ M4Tech മച്ചാന്മാർ 💞🔥🔥💥	1
Epozhum safety is first priority.... goggles on😂❤️	2
Congratulations m4tech for achieving 8 million subscribers	2
"തന്നെ തളർത്താൻ നോക്കിയവർ പോലും അവന്റെ ഉയർച്ചയിൽ പകച്ച് നിന്നു പോയി 🔥🔥
കഷ്ടപ്പാടും അദ്ധ്വാനവുംകൊണ്ട് 2 പേർ പടുത്തുയർത്തിയ ചാനൽ M4 TECH 💛💛"	1
എത്ര എടുത്താലും തീരാത്ത liquid nitrogen 😂	1
Guys, a quick note that you do NOT need all the high-end tech in order to do well at college. If you can (and you should), save as much money as you can while at college, pay your tuition in full and student loans as soon as possible instead of spending on liabilities like gadgets. Get the bare minimum you need and only spend money on products you know you are going to be using for 4-6 years (such as laptop). Don't overspend on phone, headphones, lamps, tablets, etc.	1
this is hilarious. i was in a focus group over 4 years ago for Best Buy where they were asking college students how to advertise for Back to School. One of the kids next to me said "Maybe you should have someone like MKBHD talk about your products". Well... here we are	1
Everyone has been saying it but I’ll throw my hat in as well. To any prospective college students, you DO NOT need to spend money on flagship products. I am about to graduate with a business degree and have been using a 7 year old laptop and the base iPad from late 2020. Both products have worked flawlessly and I have no intention of replacing them. The recommendations listed are ones I would never be able to afford even with my job I’m working as well. Do your own research on forums to see what your peers say the best value product is. I promise that if you buy a flagship product you will quickly see that you did not need it.	2
Shoutout to my OnePlus phone and Huawei laptop for getting me through university feeling premium for MUCH less. Bonus ups for Ikea's articulating lamps ($20 and I can see all my homework incredibly well without eye strain), the old door I refinished to use as a desktop, and wired earbuds under hardware store earmuffs as my "noise-cancelling headphones." And the same 2 sets of Hanes underwear from target for also lasting the whole ride.	2
"BEST BUY: We want to sponsor a back to school type video. But you can only push the high end stuff.
Marques: say less"	1
Most of the items you recommend are pretty pricey for a student. I'm not a student myself anymore but if I were one, more budget alternatives would make this video a lot better!	1
You don't necessarily need the high-end and latest tech for University.  I used a 2009 macbook pro throughout my years at uni , had an iphone 6 and it worked out just fine. What's important is to remain focused on getting that degree and graduating.	2
Personally I feel like this is really out of touch. Most students won't be able to afford these. In case anyone needs it: I believe Dave2D's back to school video are honestly the best ones I've seen on the topic. Consider checking them out too before making a purchase decision.	2
"Hey everyone. Good take on the video and love the recommendations. If you plan on making another video such as this, maybe you can also include some more budget options and best value options. 

What I can tell from my years of studying in college and university is that your tech and needs will be based on what courses/programme you took for your education.
Engineering students require computer specs that can run BIM software. I'm not sure about the other programmes but from what I can see that most students at my place has 8GB of RAM for their laptops.

Also, here is my setup during my university years. Hope it can help anyone who are looking to buy something for their college/university years. All the best.

Laptop - ASUS X455L (Upgraded to SSD with additional RAM)
Phone - Vivo Y69/Redmi 10/Samsung A22 4G
Mouse - Logitech G102
Keyboard - Tecware TKL ver"	2
I have used Galaxy Tab S7 during my Ph.D. It's been a lifesaver for me. First of all, it is really good for reading journals, note taking and scribbling on the pdf's, secondly, it doesn't strain your eye that much when you use a computer or a laptop always at a fixed distance, thirdly you get the premium version of noteshelf free with Tab s7 and lastly if you are from a STEM background and use a lot of illustrations or flow process diagrams, you can draw those easily with the stylus on Tab s7. I choose tab s7 over Apple Ipad Air for its ease of use, user interface, and cost (you get stylus for free with Tab S7 and in most cases keyboard too with a huge student discount).	2
When he says he's a 400 year old beer wizard, I believe him.	1
This series is exactly what career day should've been, such interesting and knowledgeable people!	2
"Regarding Cans vs. Bottles: At least in Germany the bottle is more environmentally friendly, since they get used again and again. You bring the empty bottles to the local grocery shop, they then get sent to a cleaning plant, where they pressurewash the bottles inside and out with steaming hot water. Afterwards they get reused for beer. The size and shape of most bottles is according to a standard, so different brewers use the same bottles.

It's far less energy intense than smelting and remanufacturing cans."	1
How does every person WIRED brings on this show act like they've been in front of cameras 5,000 times?	0
idk who’s picking these people, but give them a raise	1
His face when describing hops killed me. “Some of them smell pretty… *Dank* “😂😂😂😂😂😂😂	0
Seasoned craft brewery tour guide here, and I’m so glad he ended on “Drink what you like.” Sometimes people get weirdly judgmental about the beer preferences of others. At the end of the day, there are hundreds of beer styles for a reason, so everyone can find at least one style they actually like.	2
This guy is a total bro. Not snobby at all and just wants people to enjoy beer in whatever way they want. Such a contrast with your stereotypical beverage elitists.	2
Y’all be picking the literal best professionals for these videos. Not only is everyone knowledgeable but they all seem passionate and eager to teach us.	2
This guy has a face made for movies, a voice made for radio, and a great personality!  I wanna see more of Garrett!	2
Whenever we get people young enough to actually understand the internet, these giant tech companies might be broken up but as long as we have 90 year old senators asking tech CEOs how the internet works nothing will get done.	0
I live for John's roasts of AT&T.	2
Mad respect to John Oliver and his team for not making us watch ads during the show. Major props.	2
One important aspect I'm surprised was left out is that many of these companies (like Amazon) literally power the internet. Almost 30% of the websites on the internet are stored on Amazon servers, giving them even more access to data trends and physical control over the internet.	2
Shout to you John Oliver for giving me a brief trip down memory lane.  I've been in the telecommunications industry for almost 25 years - and my first job was at....MCI.  Great company that got swallowed up in a horrible merger with WorldCom.  Bing it and see how that disaster played out.	1
"Back in 2018 when John Oliver did the episode on Corporate Consolidation it inspired me so much that I applied for a Masters of Research program, got into a program, and did my entire research thesis on tech oligopolies. It was shocking to see how bad it really is; oligopolies that bordered in monopolies are rampant. My research essentially focused on the question of whether lack of enforcement of our antitrust laws caused this whole problem or whether lack of adequate laws were the core of the issue. The answer was that it was truly both. I thoroughly enjoyed my pre-doctoral masters thesis and am considering a PhD in the future. It's so lovely to see John talk about this, specifically on the tech sector!

Edit: Wow! Thanks everyone for the great comments! I haven't published it yet, otherwise I would share it with all you lovely people ❤ I am now looking for a policy or qualitative research/analyst job so if anyone is hiring, let me know 😅"	0
John Oliver deserves an Oscar for his 'Can Dolphins love you?" monologue	2
I would love to see these bills live. I live in a country where we had one company try and rule the internet, charging outrageous prices for it. They had specifically bought the copper network to do it. The government of NZ denied that as a defense as they were monopolising it, and forced them to open up. Suddenly it turned out it DIDN'T cost $300 to connect to unlimited internet, you could get that for $80!	1
Hey, something that might interest you. A couple of days ago my Amazon account was closed with no warning for after hours of wasted time they're telling me it's for excessive returns which I think is an error but that's beside the point. When they closed my Amazon account all my Amazon devices that I own for years primarily all my Echo devices stopped working. I lost access to the Amazon Photos and Prime Video which I pay for. So apparently the devices you already own are subject to be disabled by Amazon on your perceived shopping habits! I assume the same applies to all other Amazon devices and services like fire OS tablets, Ring cameras, and probably AWS as well. Just wanted to make other people aware of this because they definitely don't tell you this when you buy your hardware and services.	0
"Points that were missed: 

- Apple arguably has a specific Monopoly in the US with smartphones because of iMessage not being open with other multi-platform messaging apps. This weirdly only applies in the States. The rest of the world favours things like WhatsApp and Facebook messenger ( both owned by meta, Which is its own issue). That's probably the main defence Apple will bring up. 

- they've been in trouble before but don't forget about Microsoft, Windows 11 has seen them go back to some of their old tricks like a favouring their own software and making it difficult to remove. 

- this kind of got glossed over but although Google play takes the same cut for purchases as Apple, you are free to install other app stores and install apps from wherever you like, so they avoid the heat there. Google play is still the most preferred store on Android phones, so Google likely takes advantage of that fact in promoting its own software."	1
"Hey hey, just a heads up, I DID turn the LED Hoodie on, it's just not very bright hen you're looking face-on at it! (you can still sort of see it on around the hood area though)! 🙌
If you had fun on this video, here's my collection of ""Extreme Unboxing"" videos: https://www.youtube.com/watch?v=nmY2kgWYwyQ&list=PLflqtq8EOGAL_OmnMixISKvdDwvWvoQGs&index=2"	2
The safety belt would've paired perfectly with the unicycle and those roller boot things	2
That was seriously the most enjoyable thing I've seen in awhile. I forgot how rad this channel is. Well done sir.	2
Dude, I love how genuine your reactions were! I've had fun watching this, and not only: I was really interested to see what each one of those gadgets did.	2
Infinity Dodecahedrons are seriously cool. I bought another (smaller) one, and I really enjoy it. It's definitely an eye catcher and a conversation starter!	2
I personally enjoy the old school phones.  I have such a hard time hearing my iPhone at max volume without the speaker on.  If I worked in an office I would definitely buy one.  People forget how ergonomic those old phones are.  It's not particularly comfortable holding a rectangle to your head.  I also have physically sensitive ears so any type of headphones, ear phones, whatever... cause me a bunch of pain.  Looks like a good product that can both be a gag and something for people out there like me who have a tough time using a regular mobile phone.	2
The fact he didn't buy the Nicholas Cage spoon is outrageous.	0
I have to say it after watching this video it feels like the journey you're on this year has been effective. It simply feels like you're enjoying life and its what I enjoy most about watching your videos. You manage to pass that joy on. Just the musings of a random stranger. 😀	2
I haven't laughed like this for years! Oh my gosh Arun, you've nailed this one! - Wendi 🤣	2
Quality quality quality is everything about this channel. Arun makes my mood happier video after video. Let's be searious, the best part about this channel is Arun making his jokes and when he shows tech.	2
"15. Spin Launch - 0:15
14. Graphene - 1:59
13. GPS 3 - 3:33
12. Floating Farms - 4:53
11. Edge Computing - 6:21
10. Self-Healing Concrete - 8:11
  9. Hydrogen Fuel Cells - 9:36
  8. Satellite Constellations - 11:02
  7. GPT-3 - 12:17
  6. Connected Homes - 13:33
  5. Lithium Metal Battery - 14:46
  4. 3D Printing - 15:59
  3. Blockchain - 17:14
  2. Fighting Fire with Sound - 18:27
  1. Quantum Computing - 19:39"	1
"If machines produce everything we need, the outcome will depend on how things are distributed. Everyone can enjoy a life of luxurious leisure if the machine-produced wealth is shared, or most people can end up miserably poor if the machine-owners successfully lobby against wealth redistribution. So far, the trend seems to be toward the second option, with technology driving ever-increasing inequality." -- Stephen Hawking	1
as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach.  this is why even online video games avoid client side scripting.  it is a huge vector for exploit.  it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself	0
7:15 edge of the cloud 9:30 hydrogen fuel cell 11:00 star link 12:45 AI  GPT 3 14 50 lithium ion battery  17:20 block chain 19:50 quantum computing.	1
Self-Healing Concrete is on paper a really good idea. There is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail. Yes it will make the concrete last a big longer, but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster, if at all.	1
I've read that hydrogen can work it's way through any container material. In your piece about graphen it was  stated that it is impermiable to gases -- even the lightest one. Assuming the narrator meant hydrogen, it might be a solution to the long term storage of hydrogen, perhaps.	1
The fire suppression without water was incredible. It could save many lives and property especially if it could be auto activated like a heat detector. Imagine how much property and how many sleeping people could be saved, especially if this had a built in alarm and was rigged to keep hallways clear of fire. What an invention....WOW.	2
I'd really appreciate a study into the potential advantages of META Materials in manipulating light, EMF, heat and even replacing silicon as semiconductors. Nearly every industry can benefit from the improvements and cost reductions, META Materials can provide. Really enjoy your videos, thank you!	2
I was totally shocked that Fusion power generation wasn't included - possibly as big a leap as quantum computing in its impact on humanity.	0
I love the one about the hydrogen fuel cells....Considering this technology has been around for about 20 years...Just hasn't been used, due to a lack of pressure on the industry, and the fact that the patent was buried by large corporate interests.	2
I like the meme that says, ‘if it bites you and you die, it’s venomous; if you bite it and you die, it’s poisonous.’ I actually think it sums it up pretty clearly.	1
I wish that when people talked about types of skin damage, they'd acknowledge what that looks like for people with darker skin. we don't get red rashes after sunburn. even my darkest bruises are often difficult to spot because of hyper-pigmentation. the stages of healing for cuts looks vastly different because we don't see the same change in colors around the wound sight. not to mention when you look for images to identify clinical signs, 99% of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues.	0
She has a very effective way of delivering information in a way that is accessible. Love her!	2
"If the lead singer is Bret Michaels then I'm sure it is Poison". That had me laughing for ages 🤣	2
Anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist.	2
Poison Support is one of the more interesting ones of this series I'm glad to see Anne back in the seat and schooling us.  Hoping for more!	2
My son had botox injections in his legs for years to relax his muscles enough so he could wear splits. He has cerebral palsy. It's crazy knowing that this life changing treatment is also the most dangerous poison.	0
My mom would've gone nuts for you while I was growing up lol. Her big "parent fear" was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure I didn't touch the pesticides for the farm. Once she figured out she could call PBS and they'd send her Mr. Yuck stickers the house and barn were *covered* in them	0
I love how she says that it is poison in the right dose, instead of the wrong dose.	2
My husband got sun poisoning last year. All the symptoms you described. It was not fun. He said his sick were he got burned felt tight for a few months after. Luckily he is a nurse and he was able to give me advice on how to help him in his recovery.	0
The monitor looks pretty average size until Marques reaches his whole extended arm towards it and points out the 27” screen size and suddenly you realize… it’s a 55” monitor 🤯	1
Marques does a fantastic job highlighting the features of the Link. If you're looking for the next level of webcam look no further 😏 dope tech, dope video	2
The camera is amazing! And there are so many people who could benefit from it A LOT	2
I’ve been playing with the Insta360 Link for about a week now. As a college professor and edtech trainer, I can tell you that this is a complete game changer for online and hybrid teaching.  Switching from follow mode to whiteboard mode to top-down mode for demos etc. is a purely magical experience.	2
I honestly have to say, while its still insanely expensive, 3500 for that monitor isn't as bad as I was expecting. And its almost 'reasonable'. Like, its still more than I would ever spend on a single display, and I'm far more into having separate displays but, given what its capable of, the specs, the tech behind it etc. its not that bad. I can see a few people getting real use out of something like that,.	2
Imagine losing the cursor on that screen and trying to find it 💀	0
"This Monitor is perfect for streaming. Three 27“ monitors in one is amazing 🤯
But man is it expensive 😭"	2
I can see this being good for editing and streaming reading the chat and playing the game on one screen. This is genius!!	2
Geez, I need a dedicated studio for all of this dope tech in my future	2
this has gotta be one of the best dope techs, everything here is a hit that i’m def writing down for later	2
I’m always looking forward to these every month so thank you for making them. Honestly that little lamp and speaker caught my eye. The flickering is really cool to me and the speaker is a nice extra.	2
The sound test killed me, that was hilarious. And the wrist rest is brilliant, I often get marks on my wrist from my mousepad.	2
What a tough selection this month! Whether it be the soundbar, the lamp speaker or even the pc panel display they all seem something that would really improve my set up, but for me it may have to be the soundbar one,  looks smart, has nice RGB and a decent size and price. Very good month of tech this month!	2
I absolutely love this series!  All of the items were neat but the only one I would actually benefit from would be the chair wheels.  I have a regular office chair that has to roll on carpet and it is kind of a pain.	2
That sensor panel is definitely convenient. Been wanting to make my own with a raspberry pi but just find myself getting off track. Super cool to just be able to purchase and go!	2
The RGB sound bar would be perfect for my setup! I’ve been using the speakers in my monitor as my main sound system, so it would be a nice upgrade for me.	2
I always love franks energy i also look forward to the end of every month thinking about this series i love the tiltednation sound-bar and i need that for my set up😀😀.	2
always great to see this series, so many cool things this month, my office setup could use those chair wheels.	2
This series has helped me and my friends find some helpful tech that has helped our setups! The pc panel is gonna be a huge upgrade	2
We need the under $100 for August as well!! This is the best series out there✌️🔥	2
One really important point: those ionizers can produce potentially dangerous levels of ozone due to the negative ions they create in the air. I'd be cautious of all air ionizers, unless they are advertised specifically as bipolar ionizers. The one that you recommended DOES produce ozone, which can be very harmful	0
Been a good while since I've been a student but I still watched the vid to find out what cool gadgets are out there. Didn't think I'd be walking away from it with a productivity tip, that idea of the simple timer is so good, instead of devices that can also do time. Great vid ,Frank.	2
The desktop lamp is definitely my favorite. It’s also something I’ve been looking for because I updated to a keyboard that doesn’t have shine through keycaps so it’s definitely a need too.	2
I’m not a student, however I always love seeing the tech. Always looking to change and upgrade my desk setup for work!	2
"Fantastic video Frank. You always bring really cool stuff to the front that most of us haven't seen/heard anything about. Hope you and the fam are doing well XD
Btw, that kb for only $100? I know they've gotten a lot cheaper but hot damn. I don't NEED it but I want it lol. My biggest complaint with 60% kb's is the lack of arrow keys and this has those and looks super sleek with those colors. Love it. Take care man!"	2
Ugh, hate when my summer holidays end. At least you brighten my mood with this "top tech" series. Thanks!	2
the Forest app is a phone based timer app. Basically, you set a timer for however long you want to be focused for. At the beginning, it will plant a virtual tree in the app. If you leave the Forest app at all it will kill your tree	1
Awesome variety of products! I also like that you had more than five or six items. Love the budget finds! 🔥🔥	2
You missed a feature on the airbolt. Instead of using the big part of the loop to lock your zippers, lock the zippers on the loop where the 2 notches are. That way you can't open the bag 3 inches.	0
"Its so crazy to me ive watched you all the way through middle school till college now, over six years and youve grown so much. Keep working big man.
""Reguardless of your age middle school, highschool, college-university we gotchu covered"""	2
"☕ For all the coffee lovers, don’t forget to check out Cometeer and save $20 on your first order!
➡ https://cometeer.com/excessorize

➡️ WATCH: Best Gifts Under $20 - https://youtu.be/fTjzQll903I"	2
The KableCARD is by far my favorite item on this list! When I first saw you have it on the channel, I immediately bought it. So easy to carry and being able to charge anything with it is great.	2
I just wanted to say THANK YOU for making such amazing content. We notice all the hard work you do and appreciate it so much	2
As a specialty coffee lover those Cometeer pods are amazing. If I didn't enjoy the long process it takes to brew a fresh cup of coffee I'd 100% buy them all the time.	2
I wasn’t prepared for the immediate start lol	0
Thanks for consistently providing great videos. Every time I purchase a new device I come to your channel to find out the best products for it.	2
Love these accessories. You always make great videos	2
Love your videos. I really hope one day you make a WORKSITE edc like for construction workers or electricians. Much love.	2
Love watching your videos, just waiting for that best accessories for Pixel 6 video	2
Love your vids man,keep up the good work.	2
Be careful with the Katchy they are known to start smoking at the top so possible fire hazard. It's possible that this issue could have been fixed with the newer models but just giving you a heads up. Great video!	2
"Am I the only one that ACTUALLY watches these with snacks and drinks?! 🌝

Been here since #1 😎"	2
Gotta let your son pick some boxes now. He’s old enough to point one out. Start him in the family business early. 😁	2
I love all the interactions and laughs with everyone in this video. Personally I think J picked the best tech🤣	2
Okay J, that $130 was definitely worth it -- I might get me one, a good buy for a traveling tech head	2
Still the best series to watch while indulging in a meal. Can't believe it's already the 47th video!	2
I absolutely love your wife’s expressions when she’s interacting with you. Another Gundam, play games with you giggle… Cracks me up!	2
"Thanks for the heads up about Grover. I'm a tech reviewer and had never heard of it. Could be a really nice way for me to get my hands on some items to review.

Very appreciated."	2
I love you guys. I hope you know that. 😂 You guys brighten my day with these massive tech unboxing videos.	2
The whole idea of the "Interchangeable battery to keep going" of the Steel Series is exactly the reason why Xbox still uses AA batteries for their controllers :), I think is in an undervalued decision from Xbox :(,	0
In my experience, burnout comes from realizing that improved performance doesn't produce improved rewards, it produces more work. The response to a job well done is never a couple days off or a timely bonus, instead good work is "rewarded" with the demand for twice as much work in the same amount of time. Firms see young workers as a productivity sponge to be squeezed for all it's worth, young people are almost never treated as the company's future.	0
I am 50 years old working in the high tech industry, mentally tired and sick of the weekly 8 to 5 routine. Never got a proper day off even through the pandemic.  Hats off to the millenials and GenZ that think differently and put more weight on LIVING rather than just WORKING.	0
I think the pandemic has taught people the importance of multiple streams of income unfortunately having a job doesn’t mean security	0
Successful people don't become that way overnight. What most people see at a glance wealth, a great career, purpose-is the result of hard work and hustle over time. I pray that anyone who reads this will be successful in life..	2
As someone who used to work 80 hours a week, quitting my job to become a freelancer was the best thing I have ever done. Sure I still work a lot of hours and often close to 70-80 hrs a week, I feel like I am doing this for myself and not some corporation.	2
"I have a high paying tech job that I’m about to leave. I feel incredibly blessed and privileged to have had it, even though I worked hard to get to where I am. I was promoted very fast after 5 years. I know it’s something many people would love to have and honestly I’m happy that someone else who has worked hard will get my spot. Ultimately I became burnt out and just need some time to reset my life. I have lived humbly, saved every thing I could, paid off debts as quickly as possible, and have enough to live for 8 months to a year. I’m hoping to come back into the industry as a healthier employee or have found something else fulfilling.

For anyone wishing they had one of these jobs or feel frustrated by people that appear to be complaining, I hope you achieve your dream and get one. You can do it, keep at it! Taking one of these jobs to be financially secure is a blessing. I am taking a break because my mental health and stress hospitalized me (don’t let that scare you, I just have my own personal stuff too 😄)."	2
I’m a Software developer. I understand the struggle but us tech workers should count our lucky stars. We are very privileged to be where we are. Most jobs outside of tech have less perks, much lower pay, and more stress. I am grateful everyday to be in this field. Once I accumulate enough wealth to purchase my freedom, I’ll see myself out.. maybe. In the meantime, I will run the race as long as I have to.	2
The thing is, if you give someone all of these perks and a flexible schedule, you need to also give them the freedom to use that flexibility. You must make it clear that the company expects you to take down time, and you will not be frowned upon either officially or unofficially. Leadership needs to model that behavior by taking time off and making sure everyone knows they're taking time off. This also empowers your teams, letting them know that you trust them to work without constantly staring over their shoulders.	2
"Compare that to ... physicians, only 42% said they were burned out" - Yes, indeed, a perfectly acceptable percentage.	2
I worked a low paying tech job for six years and still felt the burn out. The problem is that tech is very fast paced and competition focused. You can barely keep up. Though I got promoted regularly, my higher ups told me the truth before they left, they said that I was severely underpaid based on my skills (essentially I branded myself a one stop shop for the marketing department as I am both technically knowledgeable, people oriented and strategic). I maxed out at $50K. So I decided to jump ship with little planned. Now I run a financial agency with my husband and we make $250K a year as entrepreneurs and we have the freedom to set our own lifestyle.	0
"STRATOSFERA ACQUATICA - 0:00
INMO AIR - 1:25 
SHINE - 2:23 
CROWN - 3:15 
Meural Canvas II - 4:07 
OCTAV - 5:02 
ATMOS - 5:48 
WYN Bullet - 6:32 
SPLACH TRANSFORMER - 7:06 
SQUEAKY CLEAN FEET - 7:54"	1
That boat pod looks a lot like a saiyan space capsule…. I need one. Lol	2
Those window breakers seems like an easy way to rob someone’s car.	0
"Ok, cool, the ball boat.
My question is, how do you launch it?
Traditional boats come off a trailer when you dip them in the water. Looks to me as if you need a crane for the ball boat."	1
Anyone else notice how much the WYN Bullet resembles a firing pin.. if you have ever built your own firearms, you know the time and effort that goes into a firing pin with all of heating and cooling it takes to harden the steel and how easy it is to over harden the firing pin and no it's not feasible to soften a over hardened firing pin .	1
I would love the glasses and the digital artwork frame	2
That canvas one wouldn’t be a bad price if you didn’t have to pay for a monthly membership 🙄	1
Cool! ♥👍	2
Nice I love it🥰	2
Damn the mueral canvas is nice, too pricey	0
If you could limit your products to things that are available retail it would be awesome. Kickstarter and Indiegogo etc don't count, too many scams and failed products and no protections.	0
From all the stuff mentioned. I have the DJI Mic. Amazing recording device	2
This guy must be the richest youtuber, I hear his voice on most tech channel 😂	2
From all the stuff mentioned. I have the DJI Mic. Amazing recording device	2
That motion alarm for protecting your laptop makes me laugh.  If you are taking a break away from your workplace do you really think that the alarm feature would deter a thief from simply knocking the device to the floor, pick up the laptop and (perhaps) step on the alarm and crush it in a moment of disdain.  By the time you get back with your latte after your phone notifies you of your impending bad luck your laptop will be off on an extended trip.	0
That cable organiser would be incredible in my dorm room	2
The Trene Control Alarm will not deter someone who really wants it.  They will just knock that gadget off and run with your property.	0
For anyone considering the Vaultek LifePod (3:00), there is a video on the LockPickingLawyer channel where he opens the safe with a fork. Don't waste your money.	1
Enjoyed your video and I gave it a Thumbs Up	2
I like the engraver but when I went to check price I found it was just a kickstarter.	1
I spent hours researching dash cams a  year or so ago and it’s almost maddening how awful, sparse and misrepresented information on dash cams is. I was totally surprised how under developed they are. This is a video that is really necessary.	0
Vids like these are definitely a service for looking out for everyone to avoid buying crap and hype in dashcams. Well done in the research! Thanks LTT!	2
A favourite trick is to upscale a low resolution image before applying the compression - that way they get to claim a higher resolution on the box.  I've analysed a few of these now.	1
I did not expect to love this video as much as I did... it epitomizes the very best of YouTube in my opinion - a well-made video with a well-constructed narrative, hosted flawlessly and provides a genuinely good service to everyone, even if they are not in the market for these products. Love your work LTT Team!	2
Thank you Linus for spending the big bucks and testing all these cameras for our benefit. I will be keeping your recommendations in mind when I purchase my camera.	2
